id,名称,总阅读数,总鲜花数,总催更票数,总打赏(单位万),总月票数,总分享次数,评分,好评人数,小说分类
274,洪荒：为什么主角都想夺舍我,728329,74339,34,439000.0,75,0,10,7278人,武侠仙侠
275,四合院：开局众禽算计我房产,368452,11975,1,2000000.0,3,0,10,1173人,同人小说
276,谢邀，人在箱庭，刚刚成神,20187961,5775186,1090,236000.0,100,6,10,645281人,同人小说
277,开局选择十冷河神，银河也是河哟,1134719,48378,61,19000.0,4,0,10,4090人,都市言情
278,御兽时代：我可以召唤无尽虫灾！,629492,107729,28,894000.0,17,0,10,5644人,玄幻奇幻
279,黑暗神��：我被当成了至高神明,1559538,233796,48,869000.0,37,0,10,18141人,玄幻奇幻
280,都市：我能预知金融走势,945488,95844,73,141000.0,36,0,10,7834人,都市言情
281,娱乐：这辈子第一次这么多歌词！,1328710,159109,35,78640000.0,9,0,10,11863人,都市言情
282,都市：开局武道金丹，横扫主角,2136427,382245,80,164000.0,17,0,10,19124人,都市言情
283,妖精公会里的最强生物,2238891,137345,136,12000.0,11,0,10,13586人,同人小说
284,直播：一辆房车和呆小妹旅游开始,4615893,1391245,602,81000.0,27,9,10,63125人,都市言情
285,造出空天母舰后，老外却说这只是特效？,758908,17599,8,1201000.0,10,0,10,1319人,科幻网游
286,美漫：我，创建了假面财团x！,693493,173459,19,78520000.0,56,0,10,11374人,同人小说
287,四合院：开局满级医术,4996647,372132,39,15000.0,11,0,10,26018人,都市言情
288,洪荒：被羲和休了后，我黑化入魔,434596,26229,11,232000.0,14,0,10,2676人,玄幻奇幻
289,大明：爹，我当皇帝，你当大将军,1482294,96610,13,301000.0,8,0,10,6187人,军事历史
290,综漫：转生无数世界,963990,104408,48,47880000.0,49,0,10,16888人,同人小说
291,末日：开局我种的向日葵变异了,1798620,406338,70,1461000.0,43,3,10,31853人,轻小说
292,人在玄幻，开局退婚气运之女,6135487,535603,261,365000.0,67,5,10,67843人,玄幻奇幻
293,四合院：棒梗偷鸡，我掏出了枪,855227,35945,15,200000.0,2,0,10,2525人,都市言情
294,四合院：开局坑死棒梗和贾婆婆,3152710,228933,230,37880000.0,4,0,10,12685人,同人小说
295,娱乐：我的女团爆红了！,703940,221900,358,24000.0,70,1,10,19141人,都市言情
296,我的武功，会变成邪神！,1010422,131339,111,83520000.0,59,1,10,15038人,恐怖灵异
297,四合院：开局六库仙贼，逼疯贾氏,885551,74659,4,15000000.0,8,0,10,5986人,恐怖灵异
298,让你做防弹衣，这机甲什么鬼？,3279756,460601,236,1049000.0,11,0,10,25350人,军事历史
299,四合院：从轧钢厂厂医开始,580370,21874,0,2000000.0,6,0,10,2200人,同人小说
300,大秦：说好是演习，你却趁机篡位,373463,50009,39,314000.0,21,0,10,4744人,军事历史
301,偷看剧本后，全体女主扶我上位！,1310384,74761,43,468000.0,10,0,10,6838人,青春校园
302,大航海：我从零建设最强王国,2102440,146753,21,182000.0,36,0,10,11789人,同人小说
303,原神：我，璃月剑仙，剑斩天理,1929112,195435,134,46000.0,62,1,10,12428人,科幻网游
304,抗战：军事援助,3497677,266814,148,36000.0,26,1,10,22415人,军事历史
305,四合院：开局暴打许大茂,647380,18370,4,121000.0,1,0,10,608人,同人小说
306,全民浮岛：农场无限进化,1329741,224074,50,264000.0,44,0,10,20353人,科幻网游
307,精灵：开局一只火稚鸡,1302421,94202,77,73520000.0,22,0,10,7911人,同人小说
308,武侠：少林大师兄，破戒魔女绾绾,617109,30369,7,21000.0,14,0,10,2761人,武侠仙侠
309,足球：开局点满99的传球值,2526722,402507,237,38000.0,25,0,10,25087人,科幻网游
310,收录骑士名场面，开局危险兔坦！,493734,45405,5,62520000.0,26,0,10,6008人,同人小说
311,穿书成反派，开局女主献上至尊骨,840981,175115,28,670000.0,57,1,10,9226人,玄幻奇幻
312,大秦：朕让你监国，不是重建大秦,4017064,357489,193,797000.0,13,0,10,20314人,军事历史
313,从全职猎人开始当道具大师,6554998,1644133,907,140000.0,33,4,10,137782人,同人小说
314,三国：开局给曹操打造滑盖棺材,728322,30094,41,646000.0,14,0,10,4954人,军事历史
315,双穿门：开局上交民国位面,2190995,345490,136,183000.0,26,2,10,26863人,军事历史
316,全球转职：开局绑定神象镇狱劲！,200114,29352,2,651000.0,64,0,10,3617人,玄幻奇幻
317,数据觉醒：刷图就给终极天赋,1552006,272879,85,58880000.0,42,0,10,15958人,科幻网游
318,恐怖复苏：我创造了十大鬼神！,1671097,153124,98,930000.0,25,1,10,14683人,恐怖灵异
319,大明:朕，把副本献给全民！,598058,60969,5,52000.0,47,0,10,7795人,武侠仙侠
320,国运骑士战争：我，开局黑暗帝骑,1530877,105476,39,15000.0,31,0,10,10879人,都市言情
321,女主播惊了，你管这叫vr游戏？,907554,129485,29,16000.0,12,0,10,9641人,都市言情
322,同桌还是傻白甜，忽悠她做老婆,277147,275791,10,962000.0,255,0,10,9362人,都市言情
323,军队让我拍宣传片，开局选择士兵,585382,28621,2,40000.0,6,0,10,1434人,都市言情
324,视频通万朝，开局盘点十大奸臣,1845983,55344,137,87760000.0,7,0,10,5084人,军事历史
325,刚毕业，校花女朋友就怀孕了,2075287,413881,240,110000.0,16,0,10,12925人,都市言情
326,让你拍警队宣传片，你震撼全球？,603244,20500,4,19880000.0,6,0,10,2563人,都市言情
327,年代：从牧马人开始,507258,110451,16,64640000.0,52,0,10,8628人,同人小说
328,大明：我祖父，洪武大帝朱元璋,682445,15331,61,54000000.0,5,0,10,1591人,军事历史
329,被鬼敲门的我，抢过菜刀就追了出去,1949948,541077,323,367000.0,52,0,10,35108人,恐怖灵异
330,人在棋魂：开局神级选择,660797,127756,78,11000.0,44,0,10,12770人,同人小说
331,四合院：开局坑死棒梗和贾张氏,2057736,259539,38,311000.0,12,0,10,13325人,都市言情
332,四合院：我养毒宠，都别惹我,241034,19813,0,19640000.0,36,0,10,1926人,同人小说
333,反派：女主听到了我心声，人设崩了,971262,85276,62,231000.0,19,0,10,8498人,都市言情
334,三国：三千秦锐士，开局惊退刘备,352769,20839,4,554000.0,19,0,10,1879人,军事历史
335,四合院：开局大反派，惹我坑死你,2499118,284319,121,124000.0,18,0,10,20681人,同人小说
336,视频通动漫，盘点十大战力天花板,2746522,116985,214,17000.0,7,0,10,7829人,同人小说
337,我，监考诸天，考哭百万主角,3664497,471024,407,951000.0,8,2,10,29998人,轻小说
338,从觉醒黑洞果实开始当暴君,388642,29996,25,68880000.0,39,0,10,4510人,同人小说
339,武侠：我宋青书，开局名剑八式！,1007386,75117,10,50000.0,7,0,10,4734人,武侠仙侠
340,我！地表最强身份被重生者曝光了,2526412,332952,171,2156000.0,23,0,10,23817人,都市言情
341,灭族之夜，我将族人送往次元副本,374812,26518,0,26880000.0,13,0,10,1638人,同人小说
342,国运：全人类退化，我是漏网之鱼,1647228,135442,60,89640000.0,9,1,10,7652人,都市言情
343,疯了吧，开局扮演狗化的杀生丸？,165392,47394,9,213000.0,31,0,10,2285人,都市言情
344,全球副本：开局创造全民超能时代,421460,61587,14,254000.0,36,0,10,5864人,都市言情
345,网球:王者成就全知全能,1983912,457131,163,24000.0,22,0,10,34521人,同人小说
346,综武：开局被劫上明月峡,2141822,238936,8,29640000.0,23,0,10,31007人,武侠仙侠
347,对话光之国，盘点十大最强巨人,4538111,337563,335,397000.0,0,0,10,28699人,玄幻奇幻
348,娱乐：从童星开始,3571134,1008050,90,50000.0,59,0,10,107931人,都市言情
349,我是鸣人，开局献祭阿修罗,6593427,1314553,197,53000.0,8,0,10,96153人,同人小说
350,武侠:我大反派的身份即将被曝光,4144263,412138,210,17000.0,36,0,10,51288人,武侠仙侠
351,四合院：从征服秦淮茹开始,982797,91103,8,151000.0,6,0,10,4737人,同人小说
352,lol：开局剪辑十大夺冠名场面,450452,223293,69,13000.0,44,2,10,13376人,科幻网游
353,疯了，系统把任务共享给了国家,476772,92818,12,917000.0,41,0,10,5829人,都市言情
354,崩坏的中忍考试,12430202,3701796,3836,575000.0,63,17,10,267853人,同人小说
355,大秦法圣：被六帝偷听心声百年,1918741,163529,50,12000.0,15,0,10,13676人,军事历史
356,霹雳之单锋剑神,742870,309239,95,68000.0,77,0,10,31531人,同人小说
357,星系精灵时代：我知道所有攻略！,761596,126072,27,11000.0,35,0,10,9981人,科幻网游
358,航海：我有一个兄弟叫巴雷特,1383524,96584,61,90520000.0,41,0,10,9518人,同人小说
359,播放次元名场面，开局无限剑制,2245236,18932,17,151000.0,2,0,10,3956人,同人小说
360,大秦:开局获得无双剑匣,638774,113621,50,22640000.0,22,0,10,7558人,武侠仙侠
361,举报校花早恋，我却被全校通报了,813281,47054,35,25880000.0,0,0,10,3988人,都市言情
362,美漫直播算命：算哭了寡姐和猫女,548989,93999,30,126000.0,40,3,10,10014人,同人小说
363,都市：开局上交生化危机副本,2873814,579128,288,199000.0,29,0,10,41370人,同人小说
364,开局创建聊天群，进群就送系统,1410546,76162,12,41520000.0,19,0,10,9372人,轻小说
365,大秦：开局弹劾秦始皇,1963206,231930,84,958000.0,14,0,10,13450人,军事历史
366,玄幻天道曝光：我的重瞳藏不住了,4098206,125358,152,556000.0,8,1,10,7448人,玄幻奇幻
367,都市剧：开局迷倒关雎尔和曲妖精,848840,118095,17,12000.0,20,0,10,10555人,同人小说
368,开局：我，杰顿幼体吃了叶腐,481377,70949,52,20640000.0,16,0,10,3503人,同人小说
369,四合院：开局送许大茂进局子,442803,3153,12,32000.0,0,0,10,615人,同人小说
370,刚进弑神，加入聊天群,2038715,153680,9,213000.0,26,5,10,18209人,同人小说
371,武侠：捡尸邀月，奖励无双剑匣,1064530,75226,6,3000000.0,12,0,10,4159人,武侠仙侠
372,我和贞德是狱友,835364,124877,51,322000.0,23,0,10,9995人,同人小说
373,国运:扮演暗裔剑魔，队友北斗姐,716318,50254,63,59160000.0,36,0,10,6017人,都市言情
374,抗战番号:我李大本事真有本事,1765619,389593,138,24000.0,10,1,10,22129人,军事历史
375,洪荒：儒道至圣，开局废了人教,478414,8278,0,1441000.0,1,0,10,654人,玄幻奇幻
376,四合院：逼我捐骨髓，还想我腾房,316447,3723,0,170000.0,2,0,10,791人,同人小说
377,四合院：偷我鸡，还让我接济寡妇,769484,71308,1,261000.0,7,0,10,2292人,同人小说
378,王者：KPL最强新人王,5873287,681599,410,396000.0,7,0,10,56579人,科幻网游
379,大唐：传承邪剑仙，一念灭神魔！,2643602,229603,376,11000.0,8,0,10,16385人,军事历史
380,直播算命：开局送和尚去坐牢,1872985,150641,90,227000.0,12,0,10,11496人,都市言情
381,人在四合院：从普通住户开始,2593007,330225,131,11000.0,13,1,10,30182人,同人小说
382,隋唐：求你别监国了，我李家投降,1363897,176160,45,784000.0,8,0,10,4641人,军事历史
383,快苟到世界第一，你实名制了？,250012,50954,7,121000.0,23,0,10,3623人,科幻网游
384,拍摄古惑仔，一夜之间百万大哥齐出现！,423679,11301,1,7880000.0,6,1,10,1587人,都市言情
385,通天遗嘱，截教还有个万古大师兄,387153,26300,2,113000.0,2,0,10,1836人,玄幻奇幻
386,重生91：从大院子弟到金融寡头,1837220,135978,47,211000.0,6,1,10,17403人,都市言情
387,大唐：我，太子，降服武媚娘,1389869,88663,20,297000.0,3,0,10,4560人,军事历史
388,反派：开局和主角老妈结婚,234878,8996,2,340000.0,28,0,10,1750人,都市言情
389,武侠：开局拥有三千不死锦衣卫,2094063,264157,91,366000.0,8,0,10,19890人,武侠仙侠
390,四合院：我，傻柱，开局结婚,768167,11709,8,2000000.0,9,0,10,2429人,同人小说
391,重生港综：从七十年代开始崛起！,3084183,514311,228,28000.0,15,0,10,36622人,都市言情
392,人在风都，开局解锁01科技,2816269,279235,121,20000.0,23,0,10,22626人,同人小说
393,港片：人在东星，绰号皇帝,2131626,158157,78,90000.0,5,0,10,11196人,同人小说
394,开局仙王杀劫？我从仙古苟到末法,1175416,66128,58,312000.0,9,0,10,5326人,玄幻奇幻
395,报告大当家，我们把李师师抢上山了！,6079783,891288,638,453000.0,9,0,10,55471人,军事历史
396,抗战：我李云龙也想学开车,1924983,136921,58,46760000.0,13,0,10,8961人,军事历史
397,特种兵：我无敌了你却要我带新兵,1074366,132952,75,728000.0,15,0,10,6095人,军事历史
398,人在提瓦特，开局扮演幼闪！,1535375,128678,45,35880000.0,12,0,10,10043人,同人小说
399,人在四合院，我比反派还要凶！,1158891,101744,78,31880000.0,0,0,10,4360人,都市言情
400,紫眼僵尸王：我能往返僵约世界,1259304,194825,11,124000.0,41,0,10,17301人,同人小说
401,娱乐：演戏十年，从向往开始曝光,5372339,984844,214,177000.0,30,1,10,136749人,都市言情
402,三国：开局成为青州之主,482941,33415,3,12000000.0,18,0,10,3509人,军事历史
403,武侠：以身相许，吓哭����师妃暄,1043103,188088,4,1007000.0,14,0,10,3358人,武侠仙侠
404,四合院：普通住户不好惹,436491,1827,0,6880000.0,0,0,10,504人,同人小说
405,我，武侠大帝，在聊天群扮演安澜,1076847,47785,17,20000000.0,29,0,10,11359人,同人小说
406,四合院：坐看风云起,715809,33705,4,14760000.0,11,0,10,3529人,同人小说
407,罗杰遗言：财宝？都在我兄弟那！,492326,24540,10,19880000.0,8,0,10,1838人,同人小说
408,洪荒盲盒，开局荒天帝开出仙杏！,3173681,276325,160,680000.0,12,0,10,13103人,玄幻奇幻
409,综漫日常：有金手指的我只想躺平,1656361,234193,31,115000.0,61,0,10,20353人,同人小说
410,女科学家在抗战：开局老李筹粮,2161478,175289,126,74640000.0,16,0,10,8528人,军事历史
411,空军：我有一座飞行模拟仓,6895703,1240325,702,267000.0,6,0,10,65941人,军事历史
412,视频通美漫，开局盘点十大英雄,2305056,248156,261,223000.0,4,0,10,18710人,同人小说
413,相亲当天，领完证新娘出差一个月,2196744,213785,113,558000.0,10,12,10,9873人,都市言情
414,整蛊专家，阿杰，你还有个弟弟！,179857,183716,0,17000000.0,33,0,10,3497人,同人小说
415,全民觉醒：我有无数平行宇宙,614707,99157,22,204000.0,75,2,10,6070人,都市言情
416,我造无人机的事情，东窗事发了,519163,37164,6,742000.0,17,0,10,2853人,都市言情
417,完美老爸是大佬,427597,20043,6,16880000.0,22,0,10,2176人,都市言情
418,女装的我，开局帮周姐做人工呼吸,2805568,1197121,1162,475000.0,102,0,10,58500人,都市言情
419,再不让我死，我就真无敌了,7799418,995999,1111,734000.0,11,6,10,63734人,武侠仙侠
420,洪荒：奖励神话仙秦，堵门紫霄宫,307155,16531,20,851000.0,18,0,10,1302人,玄幻奇幻
421,港片：我差佬，兼职杀手不过分吧,544957,18669,3,270000.0,17,0,10,5003人,同人小说
422,大秦：帝国人屠，签到大雪龙骑,2003695,224860,139,12000.0,2,2,10,9907人,军事历史
423,四合院：开局抢了娄晓娥进小世界,2610472,268300,73,19000.0,14,1,10,22510人,玄幻奇幻
424,特工：签到六十天，震惊郑耀先！,964883,74146,15,40520000.0,18,0,10,4207人,军事历史
425,剑行霹雳天之道,5395745,2204896,764,171000.0,58,1,10,216878人,同人小说
426,大秦：生活技能满级的我无敌了！,583296,4177,3,11000000.0,7,1,10,1182人,军事历史
427,指点盗墓：历史老师，开局麒麟血,319609,109709,0,1001000.0,16,0,10,1224人,都市言情
428,人在四合院：我成了坑神,730670,49653,6,271000.0,3,0,10,3317人,同人小说
429,十世轮回，女主们全病娇黑化了,927071,53843,84,113000.0,12,0,10,5677人,玄幻奇幻
430,大秦：开局推演六库仙贼,1112648,78198,26,11880000.0,6,0,10,5012人,武侠仙侠
431,某氪学的训练家,828765,344809,15,616000.0,59,0,10,18453人,同人小说
432,四合院神医：开局拒绝许大茂求医,1342941,60043,13,205000.0,30,0,10,8848人,同人小说
433,反派：在书中连载剧情，女主崩了,458609,57797,51,62760000.0,32,1,10,6340人,都市言情
434,大秦：签到十年，传承新截马仙洪,591535,68800,5,211000.0,16,0,10,3304人,军事历史
435,都市之影视穿越大反派,31481427,1218239,1083,267000.0,26,53,10,115047人,同人小说
436,反派：从千年内力开始无敌,537280,34123,16,18000000.0,28,0,10,4781人,武侠仙侠
437,我，超古代最强，加入聊天群！,634168,25268,8,7000000.0,5,0,10,3649人,同人小说
438,武侠：我，武当酒剑仙,409294,17456,11,13000000.0,12,0,10,1773人,武侠仙侠
